job_level,job_duration_in_current_job_level,person_level,job_duration_in_current_person_level,job_duration_in_current_branch,Employee_type,Employee_status,gender,age,marital_status_maried(Y/N),number_of_dependences,number_of_dependences (male),number_of_dependences (female),Education_level,GPA,year_graduated,job_duration_as_permanent_worker,job_duration_from_training,branch_rotation,job_rotation,assign_of_otherposition,annual leave,sick_leaves,Best Performance,Avg_achievement_%,Last_achievement_%,Achievement_above_100%_during3quartal,achievement_target_1,achievement_target_2,achievement_target_3
JG03,0.5,PG01,0.5,0.5,RM_type_B,Contract,Male,1990,N,0,0,0,level_4,3.04,2013,,1,1,1,0,0,0,0,,,,,,
JG04,1.25,PG03,1.25,0.92,RM_type_A,Permanent,Female,1983,Y,2,2,0,level_4,3.24,2007,7.0,7,6,5,0,3,2,1,91.37333333333333,91.14,3.0,achiev_100%-150%,achiev_< 50%,reached
JG04,1.25,PG03,1.25,0.92,RM_type_B,Permanent,Male,1984,Y,1,1,0,level_4,2.99,2007,6.0,6,4,2,0,6,1,0,64.42666666666666,64.6,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,0.92,RM_type_A,Permanent,Male,1984,Y,1,1,0,level_4,2.8,2009,6.0,6,2,3,0,2,0,0,87.58333333333333,86.86,3.0,achiev_< 50%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,0.92,RM_type_A,Permanent,Male,1987,Y,1,0,1,level_4,3.49,2011,5.0,5,2,4,0,2,1,1,69.08,72.98,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.08,PG03,1.08,1.17,RM_type_B,Permanent,Male,1990,Y,1,1,0,level_4,3.14,2012,1.0,1,1,2,0,0,0,0,,,,,,
JG03,0.0,PG01,0.0,0.0,RM_type_B,Contract,Female,1993,N,0,0,0,level_4,0.0,2013,,1,1,1,0,0,0,0,,,,,,
JG04,1.83,PG03,1.83,0.92,RM_type_A,Permanent,Male,1989,Y,1,1,0,level_3,3.27,2010,5.0,5,3,4,0,3,1,0,71.67,71.98,0.0,Tidak diberikan target,achiev_< 50%,reached
JG04,1.83,PG03,1.83,1.75,RM_type_A,Permanent,Female,1989,Y,2,0,2,level_4,3.35,2010,4.0,4,2,3,0,0,1,0,57.54666666666666,61.92,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.25,PG03,1.25,0.92,RM_type_B,Permanent,Female,1989,Y,2,1,1,level_4,3.2,2011,2.0,2,3,2,0,8,0,0,45.54,45.54,0.0,achiev_< 50%,achiev_> 1.5,reached
JG04,1.25,PG03,1.25,0.17,RM_type_A,Permanent,Male,1992,Y,1,0,1,level_4,0.0,2014,2.0,2,2,3,0,5,0,0,30.52,30.52,0.0,achiev_< 50%,achiev_< 50%,not reached
JG04,0.83,PG03,0.83,0.83,RM_type_B,Permanent,Male,1991,Y,1,0,1,level_4,3.16,2013,1.0,1,1,1,0,0,0,0,,,,,,
JG05,8.0,PG06,3.5,0.0,RM_type_A,Permanent,Male,1968,Y,2,0,2,level_4,2.73,1993,18.0,22,15,6,0,3,0,0,73.65666666666665,70.59,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.25,PG03,1.25,0.92,RM_type_A,Permanent,Male,1987,Y,2,1,1,level_4,3.2,2009,6.0,6,3,3,0,5,8,0,65.78666666666668,65.31,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.83,PG03,1.83,0.92,RM_type_A,Permanent,Male,1983,Y,1,1,0,level_4,3.27,2006,5.0,5,2,2,0,7,3,1,58.25666666666667,55.64,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.25,PG03,1.25,0.92,RM_type_A,Permanent,Male,1984,Y,1,1,0,level_4,299.0,2008,5.0,5,4,2,0,1,0,1,82.96333333333334,88.86,1.0,achiev_> 1.5,achiev_< 50%,reached
JG04,1.25,PG03,1.25,0.5,RM_type_B,Permanent,Male,1986,Y,2,2,0,level_4,0.0,2014,3.0,3,3,2,0,0,26,0,43.15,43.15,0.0,achiev_< 50%,achiev_< 50%,reached
JG03,0.25,PG01,0.25,0.25,RM_type_B,Contract,Female,1990,N,0,0,0,level_3,3.08,2011,,1,1,1,0,0,0,0,,,,,,
JG04,1.83,PG03,1.83,0.92,RM_type_C,Permanent,Female,1987,Y,1,0,1,level_4,3.23,2009,6.0,6,3,3,0,3,2,0,99.36666666666667,100.98,3.0,achiev_50%-100%,achiev_100%-150%,reached
JG04,1.83,PG03,1.83,0.92,RM_type_A,Permanent,Male,1989,Y,2,0,2,level_4,0.0,2011,5.0,5,3,2,0,3,6,0,71.17666666666666,72.89,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.75,PG03,1.75,0.0,RM_type_A,Permanent,Male,1991,Y,0,0,0,level_0,0.0,0,4.0,4,3,3,0,12,6,0,58.03333333333333,65.96,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,0.83,PG03,0.83,0.83,RM_type_B,Permanent,Male,1994,N,0,0,0,level_4,0.0,2013,1.0,1,1,1,0,0,0,0,,,,,,
JG05,8.0,PG06,1.5,0.0,RM_type_A,Permanent,Male,1971,Y,0,0,0,level_3,2.85,1994,17.0,22,14,6,0,3,2,1,68.42999999999999,73.64,0.0,achiev_100%-150%,achiev_< 50%,not reached
JG04,1.83,PG03,1.83,0.92,RM_type_A,Permanent,Female,1986,Y,3,1,2,level_4,3.39,2008,6.0,6,4,5,0,8,0,1,70.32333333333334,71.6,0.0,achiev_> 1.5,achiev_< 50%,reached
JG04,1.83,PG03,1.83,0.92,RM_type_A,Permanent,Male,1982,Y,0,0,0,level_4,2.9,2006,5.0,5,4,4,0,0,3,0,68.61,72.83,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,0.92,RM_type_A,Permanent,Male,1990,Y,2,1,1,level_3,3.39,2010,5.0,5,3,3,0,3,0,0,70.89,76.15,0.0,achiev_50%-100%,achiev_< 50%,reached
JG03,0.5,PG01,0.5,0.5,RM_type_B,Contract,Male,1989,N,0,0,0,level_4,0.0,2013,,1,1,2,0,0,0,0,,,,,,
JG03,0.0,PG01,0.0,0.0,RM_type_B,Contract,Female,1995,N,0,0,0,level_4,0.0,2013,,1,1,1,0,0,0,0,,,,,,
JG04,1.83,PG03,1.83,1.42,RM_type_B,Permanent,Male,1987,Y,2,0,2,level_4,285.0,2012,6.0,6,3,4,1,2,2,1,39.053333333333335,39.06,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,3.5,RM_type_A,Permanent,Male,1982,Y,2,2,0,level_4,312.0,2006,6.0,6,3,3,1,3,3,0,99.67666666666668,96.9,3.0,achiev_100%-150%,achiev_50%-100%,not reached
JG04,1.58,PG03,1.58,0.5,RM_type_A,Permanent,Male,1987,Y,1,1,0,level_4,0.0,2013,3.0,3,2,3,1,3,1,0,90.46,114.92,2.0,achiev_> 1.5,achiev_> 1.5,reached
JG04,0.33,PG03,0.33,0.33,RM_type_B,Permanent,Male,1994,N,0,0,0,level_4,0.0,2013,1.0,1,1,1,0,0,0,0,,,,,,
JG04,8.0,PG04,4.5,0.5,RM_type_B,Permanent,Male,1975,Y,2,0,2,level_4,3.28,1999,15.0,17,8,11,0,0,0,0,74.08666666666666,91.34,1.0,achiev_50%-100%,achiev_100%-150%,reached
JG04,1.83,PG03,1.83,2.75,RM_type_C,Permanent,Male,1989,Y,1,0,1,level_4,315.0,2011,6.0,6,3,3,1,7,1,0,74.30333333333333,78.26,0.0,achiev_50%-100%,achiev_> 1.5,reached
JG04,1.83,PG03,1.83,1.42,RM_type_B,Permanent,Male,1982,Y,1,0,1,level_4,313.0,2011,6.0,6,3,4,0,1,0,1,110.08999999999999,108.39,3.0,achiev_50%-100%,achiev_100%-150%,reached
JG04,1.83,PG03,1.83,0.5,RM_type_A,Permanent,Male,1989,Y,0,0,0,level_4,3.24,2011,5.0,5,4,4,0,5,0,0,105.73333333333335,115.68,3.0,achiev_50%-100%,achiev_> 1.5,reached
JG04,1.75,PG03,1.75,0.5,RM_type_A,Permanent,Male,1990,Y,1,1,0,level_4,3.26,2013,3.0,3,2,2,0,2,0,0,54.40333333333333,74.88,0.0,achiev_50%-100%,achiev_100%-150%,not reached
JG04,1.75,PG03,1.75,3.25,RM_type_A,Permanent,Male,1989,Y,1,0,1,level_4,0.0,2014,3.0,3,1,4,1,0,0,0,76.26,78.51,0.0,achiev_< 50%,achiev_50%-100%,reached
JG04,0.5,PG03,0.5,0.5,RM_type_B,Permanent,Male,1992,N,0,0,0,level_4,0.0,2013,1.0,1,1,2,0,0,0,0,,,,,,
JG04,2.0,PG04,0.0,1.42,RM_type_A,Permanent,Male,1990,Y,1,0,1,level_4,301.0,2012,5.0,5,2,3,3,7,0,0,109.57000000000001,118.34,3.0,achiev_50%-100%,achiev_> 1.5,reached
JG04,1.17,PG03,1.17,1.33,RM_type_A,Permanent,Male,1989,Y,1,0,1,level_4,0.0,2014,1.0,1,2,3,0,0,1,0,,,,,,
JG04,1.08,PG03,1.08,1.33,RM_type_C,Permanent,Male,1991,Y,0,0,0,level_4,0.0,2013,1.0,1,1,2,0,0,2,0,,,,,,
JG03,1.0,PG01,1.0,1.0,RM_type_B,Contract,Male,1993,N,0,0,0,level_4,0.0,2013,,1,1,1,0,0,2,0,,,,,,
JG04,1.58,PG03,1.58,1.42,RM_type_A,Permanent,Male,1988,Y,2,1,1,level_4,327.0,2011,5.0,5,2,4,1,4,0,0,107.38666666666667,101.58,3.0,achiev_100%-150%,achiev_50%-100%,reached
JG04,1.75,PG03,1.75,0.0,RM_type_A,Permanent,Male,1987,Y,1,1,0,level_5,362.0,2012,5.0,5,2,4,0,7,0,1,71.96,74.05,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.08,PG03,1.08,0.5,RM_type_B,Permanent,Female,1992,Y,1,1,0,level_4,3.33,2014,1.0,1,2,2,0,0,28,1,,,,,,
JG04,0.92,PG03,0.92,0.92,RM_type_A,Permanent,Male,1990,Y,1,0,1,level_4,0.0,2013,1.0,1,1,3,0,0,0,0,,,,,,
JG05,0.25,PG05,0.25,0.5,RM_type_A,Permanent,Male,1976,Y,2,0,2,level_4,0.0,1999,17.0,18,15,8,1,3,0,0,83.86,82.89,1.0,achiev_> 1.5,achiev_< 50%,not reached
JG04,1.75,PG03,1.75,3.25,RM_type_A,Permanent,Male,1984,Y,2,0,2,level_4,3.15,2011,3.0,3,1,3,0,3,0,1,47.666666666666664,88.76,1.0,achiev_50%-100%,achiev_> 1.5,reached
JG03,1.0,PG01,1.0,1.0,RM_type_B,Contract,Male,1989,N,0,0,0,level_4,3.17,2013,,1,1,1,0,0,1,0,,,,,,
JG04,0.5,PG03,0.5,0.5,RM_type_B,Permanent,Male,1993,N,0,0,0,level_4,3.01,2017,1.0,1,1,1,0,0,0,0,,,,,,
JG04,2.17,PG03,2.17,1.42,RM_type_A,Permanent,Female,1989,Y,1,0,1,level_4,331.0,2012,6.0,6,3,4,4,3,13,0,97.71,108.76,3.0,achiev_50%-100%,achiev_> 1.5,reached
JG04,1.75,PG03,1.75,0.5,RM_type_A,Permanent,Male,1989,Y,1,1,0,level_4,2.78,2015,4.0,4,2,3,0,0,0,0,43.49666666666666,77.6,0.0,achiev_50%-100%,achiev_100%-150%,reached
JG04,0.5,PG03,0.5,0.5,RM_type_B,Permanent,Female,1991,Y,1,0,1,level_4,0.0,2013,1.0,1,1,1,0,0,0,0,,,,,,
JG04,4.83,PG04,4.5,0.5,RM_type_A,Permanent,Female,1974,Y,2,1,1,level_4,3.01,2007,22.0,22,11,9,0,0,4,1,65.87,64.66,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,8.17,PG04,4.5,2.5,RM_type_A,Permanent,Female,1981,Y,2,1,1,level_4,3.13,2003,15.0,16,13,10,0,3,2,1,69.15333333333334,73.84,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,2.5,RM_type_A,Permanent,Male,1985,Y,1,0,1,level_4,2.98,2009,6.0,6,4,4,0,3,12,0,74.73333333333333,71.28,0.0,achiev_100%-150%,achiev_< 50%,not reached
JG04,1.5,PG03,1.5,2.0,RM_type_B,Permanent,Male,1983,Y,2,2,0,level_4,2.95,2007,6.0,6,4,2,0,4,2,0,16.666666666666668,20.0,0.0,,,
JG04,1.5,PG03,1.5,2.5,RM_type_B,Permanent,Male,1990,Y,1,0,1,level_4,0.0,2014,3.0,3,1,2,0,3,0,0,13.32,13.32,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,0.33,PG03,0.33,0.33,RM_type_B,Permanent,Male,1993,N,0,0,0,level_4,3.25,2017,1.0,1,1,1,0,0,0,0,,,,,,
JG05,7.33,PG07,8.0,1.5,RM_type_C,Permanent,Female,1964,Y,1,1,0,level_3,2.66,1987,31.0,31,13,8,0,1,0,0,78.30666666666667,84.59,0.0,achiev_50%-100%,achiev_50%-100%,not reached
JG04,1.83,PG03,1.83,2.5,RM_type_A,Permanent,Male,1984,Y,2,2,0,level_3,3.36,2005,7.0,7,4,3,1,4,0,0,78.86666666666666,90.68,1.0,achiev_50%-100%,achiev_50%-100%,reached
JG04,1.5,PG03,1.5,2.5,RM_type_B,Permanent,Male,1990,Y,1,1,0,level_4,0.0,2014,3.0,3,1,2,0,2,1,0,49.52,49.52,0.0,achiev_< 50%,achiev_50%-100%,reached
JG04,1.83,PG03,1.83,2.5,RM_type_A,Permanent,Male,1980,Y,2,2,0,level_4,2.86,2004,7.0,7,3,3,0,3,3,0,54.74333333333333,60.1,0.0,achiev_50%-100%,achiev_< 50%,reached
JG05,0.75,PG05,0.75,1.5,RM_type_A,Permanent,Male,1976,Y,1,1,0,level_4,3.06,1998,17.0,18,11,10,1,6,2,0,68.20666666666666,79.17,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,2.5,RM_type_A,Permanent,Female,1987,Y,1,0,1,level_4,3.3,2009,4.0,4,2,2,0,4,4,0,67.01666666666667,83.7,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.5,PG03,1.5,2.5,RM_type_B,Permanent,Male,1988,N,0,0,0,level_4,3.38,2011,3.0,3,1,2,0,4,2,0,20.0,20.0,0.0,,,
JG03,1.58,PG01,1.58,0.42,RM_type_B,Contract,Male,1991,Y,0,0,0,level_4,0.0,2013,,2,2,2,0,1,1,0,,,,,,
JG04,1.83,PG03,1.83,2.5,RM_type_C,Permanent,Female,1983,Y,2,1,1,level_4,2.86,2005,7.0,7,3,3,0,15,4,0,64.95333333333333,71.36,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,2.5,RM_type_A,Permanent,Male,1988,Y,0,0,0,level_4,3.68,2011,5.0,5,3,3,0,3,1,0,78.2,83.68,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.83,PG03,1.83,2.5,RM_type_C,Permanent,Female,1981,Y,2,1,1,level_4,3.23,2004,6.0,6,3,4,0,4,1,0,63.24333333333334,61.26,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.33,PG03,1.33,1.5,RM_type_A,Permanent,Male,1991,Y,1,0,1,level_4,3.05,2013,2.0,2,2,3,0,1,0,0,,,,,,
JG04,0.5,PG03,0.5,0.5,RM_type_B,Permanent,Male,1993,N,0,0,0,level_4,2.9,2015,1.0,1,1,1,0,0,0,0,,,,,,
JG04,0.5,PG03,0.5,0.25,RM_type_B,Permanent,Male,1989,N,0,0,0,level_4,3.26,2014,1.0,1,2,1,0,0,0,0,,,,,,
JG04,7.42,PG04,3.5,2.5,RM_type_C,Permanent,Female,1982,Y,2,2,0,level_4,2.86,2005,7.0,7,4,2,0,0,2,0,64.52333333333333,70.56,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.83,PG03,1.83,2.5,RM_type_A,Permanent,Male,1986,N,0,0,0,level_4,3.07,2007,6.0,6,3,3,0,0,2,0,47.35666666666666,49.42,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,1.5,PG03,1.5,1.5,RM_type_B,Permanent,Male,1989,Y,1,0,1,level_4,3.04,2011,3.0,3,2,2,0,6,0,0,39.0,39.0,0.0,achiev_< 50%,achiev_< 50%,reached
JG03,0.25,PG01,0.25,0.25,RM_type_B,Contract,Male,1989,N,0,0,0,level_4,2.92,2014,,1,1,1,0,0,0,0,,,,,,
JG04,1.5,PG03,1.5,1.5,RM_type_B,Permanent,Male,1990,Y,1,1,0,level_4,3.0,2013,3.0,3,2,2,0,2,3,0,20.0,20.0,0.0,,,
JG03,0.25,PG01,0.25,0.25,RM_type_B,Contract,Male,1990,Y,0,0,0,level_4,3.31,2018,,1,1,1,0,0,0,0,,,,,,
JG04,7.5,PG04,5.5,1.5,RM_type_A,Permanent,Female,1973,Y,2,1,1,level_4,3.32,1995,18.0,22,12,8,1,3,2,0,68.24333333333333,70.71,0.0,achiev_100%-150%,achiev_< 50%,not reached
JG04,1.83,PG03,1.83,0.5,RM_type_A,Permanent,Male,1985,Y,0,0,0,level_4,3.14,2006,6.0,6,3,5,0,7,1,0,68.62333333333333,70.66,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,2.5,RM_type_C,Permanent,Female,1985,Y,2,1,1,level_4,3.28,2009,5.0,5,3,4,0,7,3,0,48.913333333333334,60.14,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,2.5,RM_type_A,Permanent,Male,1986,N,0,0,0,level_3,3.54,2008,5.0,5,2,3,0,6,0,0,54.96333333333333,59.93,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.5,PG03,1.5,1.5,RM_type_B,Permanent,Male,1988,Y,2,0,2,level_4,3.4,2011,3.0,3,2,2,0,2,4,0,13.04,13.04,0.0,achiev_< 50%,achiev_< 50%,reached
JG05,7.33,PG07,8.0,1.5,RM_type_A,Permanent,Female,1963,Y,3,2,1,level_4,0.0,1990,31.0,31,11,8,0,3,7,1,84.37333333333333,83.84,1.0,achiev_50%-100%,achiev_50%-100%,reached
JG04,8.0,PG04,4.5,0.5,RM_type_A,Permanent,Male,1981,Y,3,3,0,level_4,2.9,2003,15.0,15,10,8,0,2,0,0,75.76,85.89,1.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.5,PG03,1.5,1.5,RM_type_B,Permanent,Male,1988,N,0,0,0,level_4,3.4,2016,2.0,2,2,2,0,2,2,0,20.0,20.0,0.0,,,
JG04,1.83,PG03,1.83,0.5,RM_type_C,Permanent,Female,1985,Y,2,1,1,level_4,3.56,2007,6.0,6,3,4,0,7,4,0,60.76,68.32,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,2.5,RM_type_A,Permanent,Male,1987,Y,1,1,0,level_4,3.34,2010,4.0,4,2,4,0,7,2,0,68.85666666666667,74.04,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,1.5,RM_type_B,Permanent,Female,1987,Y,1,0,1,level_4,3.33,2010,4.0,4,2,3,0,3,6,0,94.59666666666665,113.19,2.0,achiev_100%-150%,achiev_100%-150%,reached
JG04,0.92,PG03,0.92,0.92,RM_type_B,Permanent,Male,1992,Y,1,0,1,level_4,3.25,2013,1.0,1,1,2,0,0,0,0,,,,,,
JG05,8.0,PG06,5.5,2.5,RM_type_A,Permanent,Male,1971,Y,2,1,1,level_3,2.98,1996,20.0,22,13,5,0,5,6,1,52.46666666666666,53.76,0.0,achiev_> 1.5,achiev_< 50%,not reached
JG05,7.33,PG06,5.5,1.5,RM_type_A,Permanent,Female,1970,Y,3,2,1,level_4,0.0,2007,28.0,28,13,8,0,2,1,1,75.26666666666667,81.08,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,0.5,RM_type_A,Permanent,Male,1987,Y,1,0,1,level_3,3.0,2008,4.0,4,3,4,0,6,9,0,90.05333333333334,95.06,3.0,achiev_50%-100%,achiev_50%-100%,reached
JG05,8.0,PG07,8.0,2.5,RM_type_A,Permanent,Female,1965,Y,2,2,0,level_4,2.75,1987,31.0,31,8,8,0,0,9,0,62.82333333333332,66.96,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,8.0,PG04,4.5,1.5,RM_type_A,Permanent,Male,1982,Y,2,1,1,level_4,3.2,2006,8.0,8,4,3,3,2,4,0,74.31,75.38,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.83,PG03,1.83,0.5,RM_type_B,Permanent,Male,1987,Y,1,0,1,level_4,3.07,2010,4.0,4,3,4,0,5,0,0,99.10333333333334,102.18,3.0,achiev_50%-100%,achiev_> 1.5,reached
JG04,1.5,PG03,1.5,2.5,RM_type_B,Permanent,Male,1987,Y,2,0,2,level_3,2.83,2009,4.0,4,2,3,0,3,3,0,61.653333333333336,64.48,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.83,PG03,1.83,2.5,RM_type_C,Permanent,Female,1989,Y,1,1,0,level_4,3.2,2012,4.0,4,4,4,0,3,28,0,63.87333333333333,70.22,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.5,PG03,1.5,2.5,RM_type_A,Permanent,Male,1991,Y,0,0,0,level_3,3.38,2015,3.0,3,1,3,0,5,0,0,13.11,13.11,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,0.5,PG03,0.5,1.42,RM_type_B,Permanent,Male,1987,Y,0,0,0,level_4,3.3,2009,1.0,1,1,2,0,0,0,1,,,,,,
JG03,0.92,PG01,0.92,0.92,RM_type_B,Contract,Female,1990,N,0,0,0,level_4,3.38,2013,,1,1,1,0,0,0,0,,,,,,
JG04,0.17,PG03,0.17,0.17,RM_type_B,Permanent,Male,1991,N,0,0,0,level_4,0.0,2013,1.0,1,1,1,0,0,0,0,,,,,,
JG05,7.33,PG07,8.0,0.0,RM_type_C,Permanent,Female,1964,Y,3,2,1,level_4,0.0,2002,30.0,30,15,9,0,5,5,0,63.88,76.65,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,0.0,RM_type_A,Permanent,Male,1983,Y,2,1,1,level_4,2.9,2006,7.0,7,5,4,0,6,5,0,83.82666666666667,102.19,1.0,achiev_50%-100%,achiev_50%-100%,reached
JG04,1.83,PG03,1.83,0.0,RM_type_A,Permanent,Female,1987,Y,1,0,1,level_4,0.0,2010,6.0,6,4,6,0,7,0,0,58.330000000000005,60.37,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.83,PG03,1.83,0.0,RM_type_A,Permanent,Male,1986,Y,1,0,1,level_4,3.2,2008,6.0,6,4,4,1,3,6,0,77.97666666666666,88.67,1.0,achiev_50%-100%,achiev_50%-100%,reached
JG04,1.5,PG03,1.5,0.0,RM_type_A,Permanent,Male,1987,Y,2,1,1,level_4,3.15,2010,5.0,5,4,4,0,5,4,1,94.14333333333333,96.65,3.0,achiev_50%-100%,achiev_50%-100%,reached
JG04,1.83,PG03,1.83,0.0,RM_type_A,Permanent,Male,1989,N,0,0,0,level_3,3.12,2010,4.0,4,2,5,0,3,6,0,32.36333333333334,58.46,0.0,achiev_100%-150%,achiev_< 50%,reached
JG04,1.5,PG03,1.5,0.0,RM_type_B,Permanent,Male,1990,N,0,0,0,level_4,2.8,2017,3.0,3,3,3,0,1,2,0,88.68333333333332,92.71,2.0,achiev_50%-100%,achiev_100%-150%,reached
JG03,0.92,PG01,0.92,0.0,RM_type_B,Contract,Female,1989,N,0,0,0,level_4,3.1,2011,,1,2,1,0,0,0,0,,,,,,
JG04,0.58,PG03,0.58,0.0,RM_type_B,Permanent,Male,1993,N,0,0,0,level_4,3.01,2015,1.0,1,2,1,0,0,0,0,,,,,,
JG04,0.5,PG03,0.5,0.0,RM_type_B,Permanent,Male,1992,N,0,0,0,level_4,3.29,2017,1.0,1,2,1,0,0,0,0,,,,,,
JG03,0.25,PG01,0.25,0.0,RM_type_B,Contract,Male,1991,N,0,0,0,level_4,3.18,2016,,1,2,1,0,0,0,0,,,,,,
JG04,0.17,PG03,0.17,0.0,RM_type_B,Permanent,Male,1991,N,0,0,0,level_4,0.0,2013,1.0,1,2,1,0,0,0,0,,,,,,
JG04,7.42,PG04,3.5,1.5,RM_type_A,Permanent,Male,1982,Y,2,2,0,level_4,3.05,2005,7.0,7,4,3,1,0,2,0,71.92333333333333,74.24,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,2.5,RM_type_A,Permanent,Male,1984,Y,2,0,2,level_4,3.37,2009,7.0,7,3,2,0,7,0,0,75.04333333333334,89.65,1.0,achiev_50%-100%,achiev_50%-100%,reached
JG04,7.42,PG04,3.5,2.5,RM_type_A,Permanent,Male,1983,N,0,0,0,level_4,3.12,2007,7.0,7,5,4,0,0,5,0,54.633333333333326,59.75,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,2.5,RM_type_C,Permanent,Female,1985,N,0,0,0,level_4,2.87,2007,6.0,6,4,4,1,3,3,1,55.00333333333333,55.13,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,0.5,PG03,0.5,0.5,RM_type_B,Permanent,Male,1992,N,0,0,0,level_4,3.65,2015,1.0,1,2,2,0,0,1,0,,,,,,
JG04,1.83,PG03,1.83,2.5,RM_type_C,Permanent,Female,1982,Y,1,0,1,level_4,3.35,2003,7.0,7,3,3,0,4,3,0,81.31,84.34,0.0,achiev_50%-100%,achiev_50%-100%,reached
JG04,1.83,PG03,1.83,1.5,RM_type_A,Permanent,Male,1983,Y,2,0,2,level_4,3.16,2005,7.0,7,3,4,1,4,1,1,119.20666666666666,114.9,3.0,achiev_50%-100%,achiev_100%-150%,not reached
JG03,0.5,PG01,0.5,0.5,RM_type_B,Contract,Female,1992,N,0,0,0,level_4,3.78,2013,,1,1,1,0,0,0,0,,,,,,
JG04,1.75,PG03,1.75,1.5,RM_type_B,Permanent,Male,1985,Y,1,1,0,level_4,3.26,2008,6.0,6,4,2,0,0,2,0,55.876666666666665,44.48,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,2.42,PG03,2.42,0.5,RM_type_A,Permanent,Male,1985,Y,3,1,2,level_4,3.03,2008,6.0,6,4,3,1,2,0,0,62.28333333333333,52.39,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.58,PG03,1.58,0.5,RM_type_B,Permanent,Male,1989,Y,1,0,1,level_0,0.0,0,4.0,4,3,3,0,5,0,0,36.78333333333333,39.99,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.58,PG03,1.58,1.5,RM_type_A,Permanent,Male,1991,Y,0,0,0,level_4,0.0,2014,3.0,3,2,3,0,1,2,0,20.0,20.0,0.0,,,
JG04,1.58,PG03,1.58,0.5,RM_type_A,Permanent,Female,1988,N,0,0,0,level_4,0.0,2013,2.0,2,2,3,1,3,0,1,,,,,,
JG03,0.0,PG01,0.0,0.0,RM_type_B,Contract,Male,1990,N,0,0,0,level_4,3.27,2014,,1,1,1,0,0,0,0,,,,,,
JG04,8.0,PG04,4.5,0.17,RM_type_A,Permanent,Female,1979,Y,0,0,0,level_4,3.34,2002,15.0,15,7,8,5,3,0,1,61.949999999999996,64.61,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.25,PG03,1.25,0.75,RM_type_A,Permanent,Male,1983,Y,0,0,0,level_4,3.43,2006,7.0,7,4,4,3,0,0,0,49.423333333333325,48.96,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.25,PG03,1.25,0.5,RM_type_B,Permanent,Female,1984,Y,0,0,0,level_4,3.16,2008,6.0,6,4,3,0,12,9,1,65.70666666666666,66.56,0.0,achiev_50%-100%,achiev_< 50%,not reached
